feature_index,rank_control,rank_nocontrol,interpretation,paralinguistic,paralinguistic_justification,verify_status,verify_date,verify_reason
7722,14578,14817,,,,,,
7721,14579,14818,,,,,,
7720,14580,14819,,,,,,
7732,14581,14820,,,,,,
7715,14582,14821,,,,,,
7707,14583,14822,,,,,,
7731,14584,14823,,,,,,
7753,14585,14824,,,,,,
7751,14586,14825,,,,,,
7750,14587,14826,,,,,,
7747,14588,14827,,,,,,
7746,14589,14828,,,,,,
7744,14590,14829,,,,,,
7735,14591,14830,,,,,,
8017,14592,14831,,,,,,
8319,14593,14832,,,,,,
8291,14594,14833,,,,,,
8288,14595,14834,,,,,,
8285,14596,14835,,,,,,
8284,14597,14836,,,,,,
8283,14598,14837,,,,,,
8280,14599,14838,,,,,,
8279,14600,14839,,,,,,
8277,14601,14840,,,,,,
8276,14602,14841,,,,,,
8275,14603,14842,,,,,,
8271,14604,14843,,,,,,
8270,14605,14844,,,,,,
8293,14606,14845,,,,,,
8294,14607,14846,,,,,,
8306,14608,14847,,,,,,
8316,14609,14848,,,,,,
8311,14610,14849,,,,,,
8309,14611,14850,,,,,,
8308,14612,14851,,,,,,
8307,14613,14852,,,,,,
8305,14614,14853,,,,,,
8304,14615,14854,,,,,,
8302,14616,14855,,,,,,
8301,14617,14856,,,,,,
8297,14618,14857,,,,,,
8237,14619,14858,,,,,,
8236,14620,14859,,,,,,
8233,14621,14860,,,,,,
8231,14622,14861,,,,,,
8227,14623,14862,,,,,,
8240,14624,14863,,,,,,
8226,14625,14864,,,,,,
8225,14626,14865,,,,,,
8223,14627,14866,,,,,,
8219,14628,14867,,,,,,
8238,14629,14868,,,,,,
8255,14630,14869,,,,,,
8265,14631,14870,,,,,,
8262,14632,14871,,,,,,
8261,14633,14872,,,,,,
8259,14634,14873,,,,,,
8256,14635,14874,,,,,,
8243,14636,14875,,,,,,
8249,14637,14876,,,,,,
8247,14638,14877,,,,,,
8246,14639,14878,,,,,,
8244,14640,14879,,,,,,
8318,14641,14880,,,,,,
8320,14642,14881,,,,,,
8394,14643,14882,,,,,,
8387,14644,14883,,,,,,
8386,14645,14884,,,,,,
8385,14646,14885,,,,,,
8383,14647,14886,,,,,,
8377,14648,14887,,,,,,
8396,14649,14888,,,,,,
8409,14650,14889,,,,,,
8416,14651,14890,,,,,,
8414,14652,14891,,,,,,
8411,14653,14892,,,,,,
8410,14654,14893,,,,,,
8408,14655,14894,,,,,,
8406,14656,14895,,,,,,
8405,14657,14896,,,,,,
8404,14658,14897,,,,,,
8402,14659,14898,,,,,,
8401,14660,14899,,,,,,
8369,14661,14900,,,,,,
8368,14662,14901,,,,,,
8341,14663,14902,,,,,,
8340,14664,14903,,,,,,
8339,14665,14904,,,,,,
8336,14666,14905,,,,,,
8330,14667,14906,,,,,,
8344,14668,14907,,,,,,
8328,14669,14908,,,,,,
8327,14670,14909,,,,,,
8326,14671,14910,,,,,,
8325,14672,14911,,,,,,
8324,14673,14912,,,,,,
8323,14674,14913,,,,,,
8322,14675,14914,,,,,,
8345,14676,14915,,,,,,
8366,14677,14916,,,,,,
8365,14678,14917,,,,,,
8362,14679,14918,,,,,,
8360,14680,14919,,,,,,
8358,14681,14920,,,,,,
8349,14682,14921,,,,,,
8348,14683,14922,,,,,,
8347,14684,14923,,,,,,
8218,14685,14924,,,,,,
8217,14686,14925,,,,,,
8216,14687,14926,,,,,,
8087,14688,14927,,,,,,
8085,14689,14928,,,,,,
8084,14690,14929,,,,,,
8083,14691,14930,,,,,,
8076,14692,14931,,,,,,
8075,14693,14932,,,,,,
8071,14694,14933,,,,,,
8070,14695,14934,,,,,,
8069,14696,14935,,,,,,
8068,14697,14936,,,,,,
8089,14698,14937,,,,,,
8090,14699,14938,,,,,,
8091,14700,14939,,,,,,
8109,14701,14940,,,,,,
8108,14702,14941,,,,,,
8107,14703,14942,,,,,,
8104,14704,14943,,,,,,
8093,14705,14944,,,,,,
8102,14706,14945,,,,,,
8099,14707,14946,,,,,,
8098,14708,14947,,,,,,
8094,14709,14948,,,,,,
8067,14710,14949,,,,,,
8066,14711,14950,,,,,,
8031,14712,14951,,,,,,
8040,14713,14952,,,,,,
8035,14714,14953,,,,,,
8042,14715,14954,,,,,,
8028,14716,14955,,,,,,
8022,14717,14956,,,,,,
8055,14718,14957,,,,,,
8063,14719,14958,,,,,,
8062,14720,14959,,,,,,
8061,14721,14960,,,,,,
8059,14722,14961,,,,,,
8058,14723,14962,,,,,,
8057,14724,14963,,,,,,
8056,14725,14964,,,,,,
8054,14726,14965,,,,,,
8044,14727,14966,,,,,,
8053,14728,14967,,,,,,
8049,14729,14968,,,,,,
8048,14730,14969,,,,,,
8047,14731,14970,,,,,,
8046,14732,14971,,,,,,
8116,14733,14972,,,,,,
8188,14734,14973,,,,,,
8187,14735,14974,,,,,,
8185,14736,14975,,,,,,
8182,14737,14976,,,,,,
8181,14738,14977,,,,,,
8179,14739,14978,,,,,,
8191,14740,14979,,,,,,
8175,14741,14980,,,,,,
8172,14742,14981,,,,,,
8190,14743,14982,,,,,,
8169,14744,14983,,,,,,
8205,14745,14984,,,,,,
8213,14746,14985,,,,,,
8211,14747,14986,,,,,,
8209,14748,14987,,,,,,
8207,14749,14988,,,,,,
8204,14750,14989,,,,,,
8198,14751,14990,,,,,,
8117,14752,14991,,,,,,
8139,14753,14992,,,,,,
8138,14754,14993,,,,,,
8137,14755,14994,,,,,,
8129,14756,14995,,,,,,
8142,14757,14996,,,,,,
8128,14758,14997,,,,,,
8124,14759,14998,,,,,,
8140,14760,14999,,,,,,
8167,14761,15000,,,,,,
8165,14762,15001,,,,,,
8162,14763,15002,,,,,,
8161,14764,15003,,,,,,
8160,14765,15004,,,,,,
8144,14766,15005,,,,,,
8154,14767,15006,,,,,,
8151,14768,15007,,,,,,
8149,14769,15008,,,,,,
8148,14770,15009,,,,,,
7608,14771,15010,,,,,,
8420,14772,15011,,,,,,
7075,14773,15012,,,,,,
7072,14774,15013,,,,,,
7067,14775,15014,,,,,,
7064,14776,15015,,,,,,
7062,14777,15016,,,,,,
7076,14778,15017,,,,,,
7077,14779,15018,,,,,,
7100,14780,15019,,,,,,
7099,14781,15020,,,,,,
7096,14782,15021,,,,,,
7094,14783,15022,,,,,,
7092,14784,15023,,,,,,
7080,14785,15024,,,,,,
7089,14786,15025,,,,,,
7088,14787,15026,,,,,,
7085,14788,15027,,,,,,
7082,14789,15028,,,,,,
7081,14790,15029,,,,,,
7052,14791,15030,,,,,,
7051,14792,15031,,,,,,
7015,14793,15032,,,,,,
7023,14794,15033,,,,,,
7021,14795,15034,,,,,,
7019,14796,15035,,,,,,
7016,14797,15036,,,,,,
7013,14798,15037,,,,,,
7012,14799,15038,,,,,,
7011,14800,15039,,,,,,
7009,14801,15040,,,,,,
7007,14802,15041,,,,,,
7024,14803,15042,,,,,,
7026,14804,15043,,,,,,
7049,14805,15044,,,,,,
7039,14806,15045,,,,,,
7047,14807,15046,,,,,,
7046,14808,15047,,,,,,
7044,14809,15048,,,,,,
7042,14810,15049,,,,,,
7041,14811,15050,,,,,,
7040,14812,15051,,,,,,
7037,14813,15052,,,,,,
7035,14814,15053,,,,,,
7032,14815,15054,,,,,,
7101,14816,15055,,,,,,
7103,14817,15056,,,,,,
7173,14818,15057,,,,,,
7171,14819,15058,,,,,,
7170,14820,15059,,,,,,
7168,14821,15060,,,,,,
7167,14822,15061,,,,,,
7166,14823,15062,,,,,,
7162,14824,15063,,,,,,
7161,14825,15064,,,,,,
7160,14826,15065,,,,,,
7158,14827,15066,,,,,,
7176,14828,15067,,,,,,
7177,14829,15068,,,,,,
7193,14830,15069,,,,,,
7200,14831,15070,,,,,,
7199,14832,15071,,,,,,
7198,14833,15072,,,,,,
7197,14834,15073,,,,,,
7196,14835,15074,,,,,,
7194,14836,15075,,,,,,
7189,14837,15076,,,,,,
7187,14838,15077,,,,,,
7183,14839,15078,,,,,,
7180,14840,15079,,,,,,
7155,14841,15080,,,,,,
7154,14842,15081,,,,,,
7114,14843,15082,,,,,,
7122,14844,15083,,,,,,
7120,14845,15084,,,,,,
7119,14846,15085,,,,,,
7116,14847,15086,,,,,,
7115,14848,15087,,,,,,
7113,14849,15088,,,,,,
7125,14850,15089,,,,,,
7112,14851,15090,,,,,,
7110,14852,15091,,,,,,
7109,14853,15092,,,,,,
7108,14854,15093,,,,,,
7107,14855,15094,,,,,,
7106,14856,15095,,,,,,
7152,14857,15096,,,,,,
7141,14858,15097,,,,,,
7151,14859,15098,,,,,,
7150,14860,15099,,,,,,
7140,14861,15100,,,,,,
7139,14862,15101,,,,,,
7136,14863,15102,,,,,,
7134,14864,15103,,,,,,
7133,14865,15104,,,,,,
7130,14866,15105,,,,,,
7603,14867,15106,,,,,,
6898,14868,15107,,,,,,
6869,14869,15108,,,,,,
6866,14870,15109,,,,,,
6863,14871,15110,,,,,,
6861,14872,15111,,,,,,
6858,14873,15112,,,,,,
6854,14874,15113,,,,,,
6853,14875,15114,,,,,,
6851,14876,15115,,,,,,
6850,14877,15116,,,,,,
6871,14878,15117,,,,,,
6872,14879,15118,,,,,,
6873,14880,15119,,,,,,
6886,14881,15120,,,,,,
6896,14882,15121,,,,,,
6892,14883,15122,,,,,,
6891,14884,15123,,,,,,
6890,14885,15124,,,,,,
6888,14886,15125,,,,,,
6887,14887,15126,,,,,,
6874,14888,15127,,,,,,
6883,14889,15128,,,,,,
6880,14890,15129,,,,,,
6879,14891,15130,,,,,,
6877,14892,15131,,,,,,
6876,14893,15132,,,,,,
6875,14894,15133,,,,,,
6847,14895,15134,,,,,,
6846,14896,15135,,,,,,
6816,14897,15136,,,,,,
6813,14898,15137,,,,,,
6821,14899,15138,,,,,,
6809,14900,15139,,,,,,
6808,14901,15140,,,,,,
6804,14902,15141,,,,,,
6801,14903,15142,,,,,,
6820,14904,15143,,,,,,
6822,14905,15144,,,,,,
6845,14906,15145,,,,,,
6834,14907,15146,,,,,,
6841,14908,15147,,,,,,
6840,14909,15148,,,,,,
6839,14910,15149,,,,,,
6835,14911,15150,,,,,,
6823,14912,15151,,,,,,
6832,14913,15152,,,,,,
6829,14914,15153,,,,,,
6828,14915,15154,,,,,,
6827,14916,15155,,,,,,
6824,14917,15156,,,,,,
7000,14918,15157,,,,,,
6972,14919,15158,,,,,,
6970,14920,15159,,,,,,
6967,14921,15160,,,,,,
6965,14922,15161,,,,,,
6964,14923,15162,,,,,,
6961,14924,15163,,,,,,
6960,14925,15164,,,,,,
6953,14926,15165,,,,,,
6973,14927,15166,,,,,,
6974,14928,15167,,,,,,
6975,14929,15168,,,,,,
6995,14930,15169,,,,,,
6993,14931,15170,,,,,,
6976,14932,15171,,,,,,
6986,14933,15172,,,,,,
6984,14934,15173,,,,,,
6977,14935,15174,,,,,,
6952,14936,15175,,,,,,
6910,14937,15176,,,,,,
6919,14938,15177,,,,,,
6917,14939,15178,,,,,,
6916,14940,15179,,,,,,
6912,14941,15180,,,,,,
6911,14942,15181,,,,,,
6908,14943,15182,,,,,,
6907,14944,15183,,,,,,
6906,14945,15184,,,,,,
6905,14946,15185,,,,,,
6903,14947,15186,,,,,,
6920,14948,15187,,,,,,
6935,14949,15188,,,,,,
6945,14950,15189,,,,,,
6944,14951,15190,,,,,,
6941,14952,15191,,,,,,
6939,14953,15192,,,,,,
6938,14954,15193,,,,,,
6923,14955,15194,,,,,,
6932,14956,15195,,,,,,
6927,14957,15196,,,,,,
6925,14958,15197,,,,,,
6924,14959,15198,,,,,,
7202,14960,15199,,,,,,
7203,14961,15200,,,,,,
7204,14962,15201,,,,,,
7505,14963,15202,,,,,,
7477,14964,15203,,,,,,
7476,14965,15204,,,,,,
7475,14966,15205,,,,,,
7470,14967,15206,,,,,,
7469,14968,15207,,,,,,
7465,14969,15208,,,,,,
7464,14970,15209,,,,,,
7463,14971,15210,,,,,,
7459,14972,15211,,,,,,
7458,14973,15212,,,,,,
7478,14974,15213,,,,,,
7479,14975,15214,,,,,,
7494,14976,15215,,,,,,
7502,14977,15216,,,,,,
7501,14978,15217,,,,,,
7500,14979,15218,,,,,,
7499,14980,15219,,,,,,
7496,14981,15220,,,,,,
7495,14982,15221,,,,,,
7493,14983,15222,,,,,,
7483,14984,15223,,,,,,
7492,14985,15224,,,,,,
7491,14986,15225,,,,,,
7490,14987,15226,,,,,,
7489,14988,15227,,,,,,
7485,14989,15228,,,,,,
7421,14990,15229,,,,,,
7428,14991,15230,,,,,,
7426,14992,15231,,,,,,
7425,14993,15232,,,,,,
7420,14994,15233,,,,,,
7432,14995,15234,,,,,,
7419,14996,15235,,,,,,
7417,14997,15236,,,,,,
7414,14998,15237,,,,,,
7413,14999,15238,,,,,,
7411,15000,15239,,,,,,
7410,15001,15240,,,,,,
7433,15002,15241,,,,,,
7454,15003,15242,,,,,,
7452,15004,15243,,,,,,
7450,15005,15244,,,,,,
7449,15006,15245,,,,,,
7448,15007,15246,,,,,,
7446,15008,15247,,,,,,
7443,15009,15248,,,,,,
7434,15010,15249,,,,,,
7441,15011,15250,,,,,,
7439,15012,15251,,,,,,
7437,15013,15252,,,,,,
7436,15014,15253,,,,,,
7435,15015,15254,,,,,,
7503,15016,15255,,,,,,
7506,15017,15256,,,,,,
7205,15018,15257,,,,,,
7578,15019,15258,,,,,,
7576,15020,15259,,,,,,
7574,15021,15260,,,,,,
7572,15022,15261,,,,,,
7570,15023,15262,,,,,,
7567,15024,15263,,,,,,
7565,15025,15264,,,,,,
7564,15026,15265,,,,,,
7563,15027,15266,,,,,,
7562,15028,15267,,,,,,
7561,15029,15268,,,,,,
7560,15030,15269,,,,,,
7582,15031,15270,,,,,,
7583,15032,15271,,,,,,
7594,15033,15272,,,,,,
7602,15034,15273,,,,,,
7601,15035,15274,,,,,,
7599,15036,15275,,,,,,
7598,15037,15276,,,,,,
7597,15038,15277,,,,,,
7593,15039,15278,,,,,,
7584,15040,15279,,,,,,
7592,15041,15280,,,,,,
7591,15042,15281,,,,,,
7590,15043,15282,,,,,,
7589,15044,15283,,,,,,
7588,15045,15284,,,,,,
7585,15046,15285,,,,,,
7556,15047,15286,,,,,,
7518,15048,15287,,,,,,
7527,15049,15288,,,,,,
7521,15050,15289,,,,,,
7519,15051,15290,,,,,,
7517,15052,15291,,,,,,
7530,15053,15292,,,,,,
7516,15054,15293,,,,,,
7513,15055,15294,,,,,,
7512,15056,15295,,,,,,
7511,15057,15296,,,,,,
7509,15058,15297,,,,,,
7532,15059,15298,,,,,,
7554,15060,15299,,,,,,
7551,15061,15300,,,,,,
7549,15062,15301,,,,,,
7533,15063,15302,,,,,,
7542,15064,15303,,,,,,
7539,15065,15304,,,,,,
7538,15066,15305,,,,,,
7537,15067,15306,,,,,,
7535,15068,15307,,,,,,
7409,15069,15308,,,,,,
7407,15070,15309,,,,,,
7276,15071,15310,,,,,,
7275,15072,15311,,,,,,
7270,15073,15312,,,,,,
7266,15074,15313,,,,,,
7265,15075,15314,,,,,,
7263,15076,15315,,,,,,
7262,15077,15316,,,,,,
7260,15078,15317,,,,,,
7259,15079,15318,,,,,,
7280,15080,15319,,,,,,
7300,15081,15320,,,,,,
7299,15082,15321,,,,,,
7298,15083,15322,,,,,,
7297,15084,15323,,,,,,
7296,15085,15324,,,,,,
7295,15086,15325,,,,,,
7294,15087,15326,,,,,,
7292,15088,15327,,,,,,
7282,15089,15328,,,,,,
7291,15090,15329,,,,,,
7287,15091,15330,,,,,,
7284,15092,15331,,,,,,
7283,15093,15332,,,,,,
7257,15094,15333,,,,,,
7216,15095,15334,,,,,,
7225,15096,15335,,,,,,
7222,15097,15336,,,,,,
7219,15098,15337,,,,,,
7218,15099,15338,,,,,,
7217,15100,15339,,,,,,
7215,15101,15340,,,,,,
7212,15102,15341,,,,,,
7211,15103,15342,,,,,,
7210,15104,15343,,,,,,
7209,15105,15344,,,,,,
7207,15106,15345,,,,,,
7227,15107,15346,,,,,,
7240,15108,15347,,,,,,
7245,15109,15348,,,,,,
7244,15110,15349,,,,,,
7243,15111,15350,,,,,,
7242,15112,15351,,,,,,
7241,15113,15352,,,,,,
7239,15114,15353,,,,,,
7238,15115,15354,,,,,,
7237,15116,15355,,,,,,
7236,15117,15356,,,,,,
7235,15118,15357,,,,,,
7234,15119,15358,,,,,,
7233,15120,15359,,,,,,
7232,15121,15360,,,,,,
7231,15122,15361,,,,,,
7303,15123,15362,,,,,,
7305,15124,15363,,,,,,
7380,15125,15364,,,,,,
7379,15126,15365,,,,,,
7376,15127,15366,,,,,,
7375,15128,15367,,,,,,
7370,15129,15368,,,,,,
7368,15130,15369,,,,,,
7363,15131,15370,,,,,,
7361,15132,15371,,,,,,
7359,15133,15372,,,,,,
7381,15134,15373,,,,,,
7405,15135,15374,,,,,,
7404,15136,15375,,,,,,
7401,15137,15376,,,,,,
7400,15138,15377,,,,,,
7399,15139,15378,,,,,,
7395,15140,15379,,,,,,
7394,15141,15380,,,,,,
7392,15142,15381,,,,,,
7390,15143,15382,,,,,,
7386,15144,15383,,,,,,
7358,15145,15384,,,,,,
7307,15146,15385,,,,,,
7325,15147,15386,,,,,,
7320,15148,15387,,,,,,
7319,15149,15388,,,,,,
7330,15150,15389,,,,,,
7316,15151,15390,,,,,,
7315,15152,15391,,,,,,
7313,15153,15392,,,,,,
7312,15154,15393,,,,,,
7309,15155,15394,,,,,,
7308,15156,15395,,,,,,
7331,15157,15396,,,,,,
7355,15158,15397,,,,,,
7344,15159,15398,,,,,,
7353,15160,15399,,,,,,
7352,15161,15400,,,,,,
7350,15162,15401,,,,,,
7343,15163,15402,,,,,,
7332,15164,15403,,,,,,
7337,15165,15404,,,,,,
9474,15166,15405,,,,,,
9473,15167,15406,,,,,,
9472,15168,15407,,,,,,
9471,15169,15408,,,,,,
9466,15170,15409,,,,,,
9463,15171,15410,,,,,,
9461,15172,15411,,,,,,
9460,15173,15412,,,,,,
9457,15174,15413,,,,,,
9455,15175,15414,,,,,,
9454,15176,15415,,,,,,
9452,15177,15416,,,,,,
9476,15178,15417,,,,,,
9477,15179,15418,,,,,,
9489,15180,15419,,,,,,
9498,15181,15420,,,,,,
9492,15182,15421,,,,,,
9491,15183,15422,,,,,,
9490,15184,15423,,,,,,
9478,15185,15424,,,,,,
9486,15186,15425,,,,,,
9485,15187,15426,,,,,,
9481,15188,15427,,,,,,
9480,15189,15428,,,,,,
9450,15190,15429,,,,,,
9449,15191,15430,,,,,,
9419,15192,15431,,,,,,
9415,15193,15432,,,,,,
9413,15194,15433,,,,,,
9409,15195,15434,,,,,,
9408,15196,15435,,,,,,
9406,15197,15436,,,,,,
9425,15198,15437,,,,,,
9439,15199,15438,,,,,,
9445,15200,15439,,,,,,
9444,15201,15440,,,,,,
9442,15202,15441,,,,,,
9441,15203,15442,,,,,,
9440,15204,15443,,,,,,
9438,15205,15444,,,,,,
9437,15206,15445,,,,,,
9435,15207,15446,,,,,,
9434,15208,15447,,,,,,
9433,15209,15448,,,,,,
9431,15210,15449,,,,,,
9428,15211,15450,,,,,,
9402,15212,15451,,,,,,
9504,15213,15452,,,,,,
9581,15214,15453,,,,,,
9579,15215,15454,,,,,,
9578,15216,15455,,,,,,
9577,15217,15456,,,,,,
9571,15218,15457,,,,,,
9570,15219,15458,,,,,,
9569,15220,15459,,,,,,
9567,15221,15460,,,,,,
9559,15222,15461,,,,,,
9557,15223,15462,,,,,,
9582,15224,15463,,,,,,
9584,15225,15464,,,,,,
9596,15226,15465,,,,,,
9603,15227,15466,,,,,,
9602,15228,15467,,,,,,
9601,15229,15468,,,,,,
9599,15230,15469,,,,,,
9585,15231,15470,,,,,,
9594,15232,15471,,,,,,
9593,15233,15472,,,,,,
9592,15234,15473,,,,,,
9590,15235,15474,,,,,,
9589,15236,15475,,,,,,
9586,15237,15476,,,,,,
9556,15238,15477,,,,,,
9555,15239,15478,,,,,,
9554,15240,15479,,,,,,
9527,15241,15480,,,,,,
9526,15242,15481,,,,,,
9525,15243,15482,,,,,,
9523,15244,15483,,,,,,
9522,15245,15484,,,,,,
9521,15246,15485,,,,,,
9516,15247,15486,,,,,,
9529,15248,15487,,,,,,
9515,15249,15488,,,,,,
9512,15250,15489,,,,,,
9509,15251,15490,,,,,,
9508,15252,15491,,,,,,
9507,15253,15492,,,,,,
9530,15254,15493,,,,,,
9543,15255,15494,,,,,,
9551,15256,15495,,,,,,
9549,15257,15496,,,,,,
9548,15258,15497,,,,,,
9547,15259,15498,,,,,,
9546,15260,15499,,,,,,
9541,15261,15500,,,,,,
9539,15262,15501,,,,,,
9538,15263,15502,,,,,,
9535,15264,15503,,,,,,
9532,15265,15504,,,,,,
9403,15266,15505,,,,,,
9203,15267,15506,,,,,,
9275,15268,15507,,,,,,
9272,15269,15508,,,,,,
9271,15270,15509,,,,,,
9270,15271,15510,,,,,,
9268,15272,15511,,,,,,
9267,15273,15512,,,,,,
9265,15274,15513,,,,,,
9264,15275,15514,,,,,,
9262,15276,15515,,,,,,
9261,15277,15516,,,,,,
9258,15278,15517,,,,,,
9256,15279,15518,,,,,,
9298,15280,15519,,,,,,
9296,15281,15520,,,,,,
9295,15282,15521,,,,,,
9294,15283,15522,,,,,,
9293,15284,15523,,,,,,
9289,15285,15524,,,,,,
9279,15286,15525,,,,,,
9287,15287,15526,,,,,,
9286,15288,15527,,,,,,
9285,15289,15528,,,,,,
9282,15290,15529,,,,,,
9280,15291,15530,,,,,,
9255,15292,15531,,,,,,
9215,15293,15532,,,,,,
9221,15294,15533,,,,,,
9218,15295,15534,,,,,,
9214,15296,15535,,,,,,
9213,15297,15536,,,,,,
9209,15298,15537,,,,,,
9206,15299,15538,,,,,,
9226,15300,15539,,,,,,
9250,15301,15540,,,,,,
9247,15302,15541,,,,,,
9245,15303,15542,,,,,,
9238,15304,15543,,,,,,
9235,15305,15544,,,,,,
9231,15306,15545,,,,,,
9301,15307,15546,,,,,,
9303,15308,15547,,,,,,
9368,15309,15548,,,,,,
9366,15310,15549,,,,,,
9365,15311,15550,,,,,,
9363,15312,15551,,,,,,
9362,15313,15552,,,,,,
9360,15314,15553,,,,,,
9358,15315,15554,,,,,,
9356,15316,15555,,,,,,
9355,15317,15556,,,,,,
9352,15318,15557,,,,,,
9370,15319,15558,,,,,,
9372,15320,15559,,,,,,
9389,15321,15560,,,,,,
9398,15322,15561,,,,,,
9396,15323,15562,,,,,,
9394,15324,15563,,,,,,
9393,15325,15564,,,,,,
9392,15326,15565,,,,,,
9391,15327,15566,,,,,,
9376,15328,15567,,,,,,
9387,15329,15568,,,,,,
9386,15330,15569,,,,,,
9381,15331,15570,,,,,,
9378,15332,15571,,,,,,
9377,15333,15572,,,,,,
9350,15334,15573,,,,,,
9348,15335,15574,,,,,,
9319,15336,15575,,,,,,
9317,15337,15576,,,,,,
9316,15338,15577,,,,,,
9314,15339,15578,,,,,,
9313,15340,15579,,,,,,
9312,15341,15580,,,,,,
9309,15342,15581,,,,,,
9324,15343,15582,,,,,,
9347,15344,15583,,,,,,
9345,15345,15584,,,,,,
9344,15346,15585,,,,,,
9343,15347,15586,,,,,,
9342,15348,15587,,,,,,
9341,15349,15588,,,,,,
9340,15350,15589,,,,,,
9338,15351,15590,,,,,,
9336,15352,15591,,,,,,
9334,15353,15592,,,,,,
9332,15354,15593,,,,,,
9330,15355,15594,,,,,,
9902,15356,15595,,,,,,
9874,15357,15596,,,,,,
9873,15358,15597,,,,,,
9872,15359,15598,,,,,,
9868,15360,15599,,,,,,
9864,15361,15600,,,,,,
9860,15362,15601,,,,,,
9858,15363,15602,,,,,,
9856,15364,15603,,,,,,
9875,15365,15604,,,,,,
9877,15366,15605,,,,,,
9891,15367,15606,,,,,,
9900,15368,15607,,,,,,
9898,15369,15608,,,,,,
9897,15370,15609,,,,,,
9895,15371,15610,,,,,,
9894,15372,15611,,,,,,
9892,15373,15612,,,,,,
9890,15374,15613,,,,,,
9879,15375,15614,,,,,,
9889,15376,15615,,,,,,
9886,15377,15616,,,,,,
9883,15378,15617,,,,,,
9882,15379,15618,,,,,,
9881,15380,15619,,,,,,
9880,15381,15620,,,,,,
9853,15382,15621,,,,,,
9817,15383,15622,,,,,,
9826,15384,15623,,,,,,
9825,15385,15624,,,,,,
9824,15386,15625,,,,,,
9823,15387,15626,,,,,,
9821,15388,15627,,,,,,
9820,15389,15628,,,,,,
9816,15390,15629,,,,,,
9814,15391,15630,,,,,,
9812,15392,15631,,,,,,
9810,15393,15632,,,,,,
9808,15394,15633,,,,,,
9828,15395,15634,,,,,,
9830,15396,15635,,,,,,
9846,15397,15636,,,,,,
9843,15398,15637,,,,,,
9842,15399,15638,,,,,,
9840,15400,15639,,,,,,
9838,15401,15640,,,,,,
9837,15402,15641,,,,,,
9836,15403,15642,,,,,,
9835,15404,15643,,,,,,
9832,15405,15644,,,,,,
9901,15406,15645,,,,,,
9972,15407,15646,,,,,,
9971,15408,15647,,,,,,
9969,15409,15648,,,,,,
9967,15410,15649,,,,,,
9966,15411,15650,,,,,,
9965,15412,15651,,,,,,
9964,15413,15652,,,,,,
9963,15414,15653,,,,,,
9962,15415,15654,,,,,,
9959,15416,15655,,,,,,
9957,15417,15656,,,,,,
9955,15418,15657,,,,,,
9953,15419,15658,,,,,,
9973,15420,15659,,,,,,
9974,15421,15660,,,,,,
9975,15422,15661,,,,,,
9991,15423,15662,,,,,,
9987,15424,15663,,,,,,
9976,15425,15664,,,,,,
9985,15426,15665,,,,,,
9984,15427,15666,,,,,,
9983,15428,15667,,,,,,
9981,15429,15668,,,,,,
9980,15430,15669,,,,,,
9952,15431,15670,,,,,,
9951,15432,15671,,,,,,
9925,15433,15672,,,,,,
9923,15434,15673,,,,,,
9922,15435,15674,,,,,,
9921,15436,15675,,,,,,
9919,15437,15676,,,,,,
9918,15438,15677,,,,,,
9916,15439,15678,,,,,,
9927,15440,15679,,,,,,
9912,15441,15680,,,,,,
9911,15442,15681,,,,,,
9908,15443,15682,,,,,,
9907,15444,15683,,,,,,
9906,15445,15684,,,,,,
9905,15446,15685,,,,,,
9928,15447,15686,,,,,,
9940,15448,15687,,,,,,
9948,15449,15688,,,,,,
9947,15450,15689,,,,,,
9944,15451,15690,,,,,,
9942,15452,15691,,,,,,
9937,15453,15692,,,,,,
9935,15454,15693,,,,,,
9933,15455,15694,,,,,,
9930,15456,15695,,,,,,
9807,15457,15696,,,,,,
9805,15458,15697,,,,,,
9679,15459,15698,,,,,,
9673,15460,15699,,,,,,
9669,15461,15700,,,,,,
9667,15462,15701,,,,,,
9663,15463,15702,,,,,,
9662,15464,15703,,,,,,
9661,15465,15704,,,,,,
9659,15466,15705,,,,,,
9705,15467,15706,,,,,,
9700,15468,15707,,,,,,
9699,15469,15708,,,,,,
9698,15470,15709,,,,,,
9697,15471,15710,,,,,,
9695,15472,15711,,,,,,
9685,15473,15712,,,,,,
9694,15474,15713,,,,,,
9692,15475,15714,,,,,,
9690,15476,15715,,,,,,
9686,15477,15716,,,,,,
9657,15478,15717,,,,,,
9618,15479,15718,,,,,,
9628,15480,15719,,,,,,
9625,15481,15720,,,,,,
9620,15482,15721,,,,,,
9630,15483,15722,,,,,,
9616,15484,15723,,,,,,
9615,15485,15724,,,,,,
9613,15486,15725,,,,,,
9610,15487,15726,,,,,,
9643,15488,15727,,,,,,
9650,15489,15728,,,,,,
9648,15490,15729,,,,,,
9647,15491,15730,,,,,,
9645,15492,15731,,,,,,
9642,15493,15732,,,,,,
9632,15494,15733,,,,,,
9641,15495,15734,,,,,,
9640,15496,15735,,,,,,
9637,15497,15736,,,,,,
9636,15498,15737,,,,,,
9635,15499,15738,,,,,,
9708,15500,15739,,,,,,
9770,15501,15740,,,,,,
9777,15502,15741,,,,,,
9774,15503,15742,,,,,,
9773,15504,15743,,,,,,
9772,15505,15744,,,,,,
9771,15506,15745,,,,,,
